Order_Number,Order_Date,Ship_Date,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Selling_Price,Unit_Cost
SO - 0002901,2/17/2022,3/4/2022,31,Wholesale,USD,NXH382,94,9,9,261.3,198.588
SO - 0002908,2/17/2022,3/1/2022,20,Export,USD,NXH382,9,1,10,1072,428.8
SO - 0003602,2/17/2022,2/25/2022,47,Wholesale,NZD,NXH382,27,1,9,6023.3,4758.407
SO - 0004487,2/17/2022,3/7/2022,37,Wholesale,USD,NXH382,81,6,9,1045.2,522.6
SO - 0003354,2/18/2022,2/27/2022,34,Distributor,USD,NXH382,18,1,12,5467.2,3772.368
SO - 0004529,2/18/2022,3/8/2022,19,Distributor,USD,NXH382,56,7,11,4006.6,2844.686
SO - 0004537,2/18/2022,3/4/2022,41,Wholesale,USD,NXH382,64,2,9,1902.8,818.204
SO - 0005789,2/18/2022,2/24/2022,12,Wholesale,USD,NXH382,69,7,7,1902.8,1427.1
SO - 0006070,2/18/2022,3/7/2022,20,Distributor,USD,NXH382,82,11,9,3852.5,1541
SO - 0006334,2/18/2022,2/27/2022,37,Wholesale,EUR,NXH382,3,11,12,1125.6,472.752
SO - 0006384,2/18/2022,2/25/2022,17,Distributor,EUR,NXH382,31,1,7,1266.3,810.432
SO - 000577,2/19/2022,3/8/2022,3,Export,AUD,NXH382,66,1,5,1011.7,667.722
SO - 0001013,2/19/2022,3/9/2022,19,Wholesale,AUD,NXH382,19,5,6,1065.3,852.24
SO - 0002835,2/19/2022,3/9/2022,6,Distributor,USD,NXH382,33,7,7,897.8,430.944
SO - 0003740,2/19/2022,3/9/2022,38,Export,USD,NXH382,38,13,8,3859.2,2006.784
SO - 0006007,2/19/2022,2/25/2022,24,Wholesale,NZD,NXH382,77,2,9,1118.9,704.907
SO - 0006259,2/19/2022,3/7/2022,50,Distributor,AUD,NXH382,19,5,5,1058.6,709.262
SO - 0007827,2/19/2022,3/2/2022,42,Wholesale,NZD,NXH382,61,1,10,167.5,107.2
SO - 0007952,2/19/2022,2/28/2022,22,Distributor,GBP,NXH382,99,5,6,180.9,92.259
SO - 0002849,2/20/2022,2/27/2022,50,Wholesale,AUD,NXH382,86,11,5,2646.5,1085.065
SO - 0005137,2/20/2022,3/10/2022,12,Wholesale,EUR,NXH382,35,2,5,1058.6,698.676
SO - 0005571,2/20/2022,2/23/2022,15,Wholesale,NZD,NXH382,6,7,9,1112.2,556.1
SO - 0005826,2/20/2022,2/25/2022,31,Wholesale,USD,NXH382,9,2,10,1112.2,745.174
SO - 0001086,2/21/2022,2/25/2022,24,Wholesale,USD,NXH382,46,5,5,5996.5,3777.795
SO - 0001539,2/21/2022,2/28/2022,25,Distributor,USD,NXH382,17,2,8,6097,3048.5
SO - 0002917,2/21/2022,2/28/2022,12,Wholesale,NZD,NXH382,100,11,7,5038.4,2418.432
SO - 0004231,2/21/2022,2/26/2022,46,Distributor,AUD,NXH382,32,1,12,1051.9,831.001
SO - 0004606,2/21/2022,3/8/2022,29,Export,AUD,NXH382,90,7,9,6304.7,4161.102
SO - 0004879,2/21/2022,2/24/2022,32,Wholesale,USD,NXH382,71,7,10,2257.9,1151.529
SO - 0007771,2/21/2022,2/28/2022,44,Distributor,NZD,NXH382,7,5,8,2211,1083.39
SO - 0002383,2/22/2022,3/2/2022,50,Wholesale,EUR,NXH382,28,9,5,3778.8,3023.04
SO - 0003482,2/22/2022,2/26/2022,37,Distributor,USD,NXH382,72,11,11,1273,954.75
SO - 0005191,2/22/2022,3/11/2022,10,Distributor,NZD,NXH382,39,9,12,1172.5,539.35
SO - 0006017,2/22/2022,3/1/2022,30,Export,AUD,NXH382,82,11,5,1775.5,1296.115
SO - 0001559,2/23/2022,3/6/2022,23,Wholesale,NZD,NXH382,93,9,7,1989.9,835.758
SO - 0001944,2/23/2022,3/12/2022,32,Distributor,NZD,NXH382,33,9,8,3718.5,1970.805
SO - 0003823,2/23/2022,3/6/2022,23,Distributor,NZD,NXH382,9,7,5,737,346.39
SO - 0004311,2/23/2022,3/2/2022,12,Wholesale,NZD,NXH382,40,1,7,1018.4,631.408
SO - 0005488,2/23/2022,2/26/2022,13,Distributor,AUD,NXH382,35,14,5,6465.5,4073.265
SO - 0005821,2/23/2022,2/28/2022,24,Wholesale,USD,NXH382,84,11,5,180.9,133.866
SO - 0006800,2/23/2022,2/27/2022,36,Export,NZD,NXH382,49,11,11,2519.2,1058.064
SO - 0007102,2/23/2022,3/7/2022,20,Wholesale,EUR,NXH382,64,2,6,2318.2,1947.288
SO - 0007855,2/23/2022,3/2/2022,9,Wholesale,USD,NXH382,63,7,9,958.1,421.564
SO - 000528,2/24/2022,3/10/2022,33,Wholesale,USD,NXH382,28,11,7,1031.8,464.31
SO - 000989,2/24/2022,3/12/2022,12,Distributor,USD,NXH382,59,11,6,1125.6,754.152
SO - 0002201,2/24/2022,3/4/2022,24,Export,NZD,NXH382,27,3,8,2385.2,1955.864
SO - 0001549,2/25/2022,3/12/2022,26,Distributor,AUD,NXH382,11,9,11,261.3,222.105
SO - 0001856,2/25/2022,3/6/2022,7,Wholesale,AUD,NXH382,93,2,8,5835.7,4201.704
SO - 0001859,2/25/2022,3/12/2022,5,Wholesale,NZD,NXH382,63,2,8,1112.2,912.004
SO - 0001992,2/25/2022,3/10/2022,32,Export,USD,NXH382,48,14,11,897.8,493.79
SO - 0002573,2/25/2022,3/12/2022,22,Distributor,USD,NXH382,83,7,7,5306.4,4351.248
SO - 0003618,2/25/2022,3/12/2022,28,Distributor,USD,NXH382,99,1,11,6164,3020.36
SO - 0005217,2/25/2022,3/12/2022,7,Distributor,NZD,NXH382,6,5,7,1983.2,1487.4
SO - 0005265,2/25/2022,3/11/2022,23,Distributor,NZD,NXH382,63,5,8,1072,600.32
SO - 000683,2/26/2022,3/10/2022,21,Distributor,USD,NXH382,23,5,6,1038.5,706.18
SO - 000872,2/26/2022,3/7/2022,9,Distributor,USD,NXH382,44,7,6,1762.1,1127.744
SO - 0004105,2/26/2022,3/10/2022,49,Wholesale,USD,NXH382,98,2,8,2438.8,1999.816
SO - 0005239,2/26/2022,3/9/2022,15,Distributor,NZD,NXH382,32,11,10,3028.4,2150.164
SO - 0007308,2/26/2022,3/13/2022,24,Wholesale,NZD,NXH382,11,11,9,1085.4,510.138
SO - 0007792,2/26/2022,3/3/2022,7,Wholesale,EUR,NXH382,23,13,11,757.1,416.405
SO - 0008063,2/26/2022,3/16/2022,4,Wholesale,NZD,NXH382,62,6,9,6472.2,4983.594
SO - 0004522,2/27/2022,3/8/2022,22,Wholesale,USD,NXH382,62,4,12,1051.9,452.317
SO - 0005603,2/27/2022,3/17/2022,28,Distributor,USD,NXH382,80,5,10,2974.8,1546.896
SO - 0007337,2/27/2022,3/15/2022,38,Export,USD,NXH382,63,11,5,1882.7,1016.658
SO - 0007340,2/27/2022,3/17/2022,2,Distributor,USD,NXH382,23,7,7,931.3,428.398
SO - 0007593,2/27/2022,3/15/2022,12,Wholesale,GBP,NXH382,60,6,12,227.8,107.066
SO - 000637,2/28/2022,3/4/2022,13,Wholesale,USD,NXH382,67,1,5,2740.3,1123.523
SO - 0001189,2/28/2022,3/17/2022,46,Wholesale,USD,NXH382,88,2,8,194.3,83.549
SO - 0001666,2/28/2022,3/7/2022,23,Wholesale,NZD,NXH382,15,7,11,2351.7,1458.054
SO - 0002799,2/28/2022,3/15/2022,37,Export,USD,NXH382,8,13,8,1286.4,643.2
SO - 0003359,2/28/2022,3/5/2022,24,Distributor,AUD,NXH382,78,1,6,3812.3,2592.364
SO - 0005220,2/28/2022,3/10/2022,12,Distributor,USD,NXH382,10,2,8,2244.5,1773.155
SO - 0005430,2/28/2022,3/16/2022,45,Distributor,NZD,NXH382,9,5,6,3289.7,1480.365
SO - 0005451,2/28/2022,3/15/2022,50,Wholesale,AUD,NXH382,69,7,8,3390.2,2339.238
SO - 0006015,2/28/2022,3/4/2022,4,Wholesale,NZD,NXH382,87,5,5,221.1,148.137
SO - 0006928,2/28/2022,3/16/2022,15,Wholesale,USD,NXH382,39,5,12,2680,1179.2
SO - 0007779,2/28/2022,3/11/2022,16,Export,NZD,NXH382,80,7,9,3912.8,3012.856
SO - 000669,3/1/2022,3/16/2022,49,Export,AUD,NXH382,6,1,10,1708.5,1213.035
SO - 0001261,3/1/2022,3/9/2022,33,Wholesale,EUR,NXH382,53,5,7,2619.7,1807.593
SO - 0001398,3/1/2022,3/6/2022,17,Wholesale,GBP,NXH382,28,11,12,1011.7,435.031
SO - 0001406,3/1/2022,3/14/2022,23,Wholesale,GBP,NXH382,79,1,11,1206,916.56
SO - 0002539,3/1/2022,3/19/2022,30,Wholesale,USD,NXH382,43,12,10,1112.2,867.516
SO - 0004753,3/1/2022,3/18/2022,15,Wholesale,NZD,NXH382,69,1,12,6170.7,3270.471
SO - 0006743,3/1/2022,3/5/2022,11,Wholesale,USD,NXH382,29,7,5,6231,4174.77
SO - 0007127,3/1/2022,3/13/2022,33,Wholesale,AUD,NXH382,49,4,12,5406.9,2487.174
SO - 000365,3/2/2022,3/19/2022,40,Distributor,NZD,NXH382,31,2,5,1018.4,753.616
SO - 0002118,3/2/2022,3/5/2022,6,Wholesale,USD,NXH382,30,1,10,3959.7,1663.074
SO - 0004459,3/2/2022,3/13/2022,39,Wholesale,NZD,NXH382,92,1,9,3919.5,3018.015
SO - 0004821,3/2/2022,3/19/2022,48,Distributor,EUR,NXH382,55,11,10,1118.9,716.096
SO - 0005802,3/2/2022,3/13/2022,2,Export,USD,NXH382,61,13,7,971.5,573.185
SO - 0006745,3/2/2022,3/11/2022,39,Wholesale,USD,NXH382,27,11,11,1802.3,1063.357
SO - 0003002,3/3/2022,3/16/2022,8,Distributor,GBP,NXH382,69,2,5,2740.3,1753.792
SO - 0003459,3/3/2022,3/10/2022,47,Export,AUD,NXH382,40,9,9,1058.6,539.886
SO - 0003967,3/3/2022,3/9/2022,4,Wholesale,GBP,NXH382,79,1,9,1715.2,977.664
SO - 0004134,3/3/2022,3/21/2022,29,Distributor,EUR,NXH382,72,7,9,2378.5,1760.09
SO - 0004403,3/3/2022,3/9/2022,6,Wholesale,NZD,NXH382,60,9,9,3892.7,1985.277
SO - 0004712,3/3/2022,3/16/2022,25,Wholesale,AUD,NXH382,13,6,11,6277.9,3892.298
SO - 0004721,3/3/2022,3/12/2022,21,Export,AUD,NXH382,47,2,12,201,132.66
SO - 0006204,3/3/2022,3/8/2022,21,Wholesale,GBP,NXH382,38,1,10,1058.6,582.23
SO - 0006824,3/3/2022,3/20/2022,46,Wholesale,AUD,NXH382,76,13,8,2358.4,1108.448
SO - 0007463,3/3/2022,3/17/2022,37,Wholesale,USD,NXH382,49,2,10,227.8,102.51
SO - 0007513,3/3/2022,3/12/2022,10,Distributor,AUD,NXH382,14,1,7,5648.1,3501.822
SO - 0007615,3/3/2022,3/13/2022,19,Wholesale,AUD,NXH382,33,11,6,167.5,125.625
SO - 0002961,3/4/2022,3/8/2022,11,Distributor,NZD,NXH382,24,14,5,2418.7,1789.838
SO - 0003135,3/4/2022,3/7/2022,45,Export,AUD,NXH382,29,11,6,6405.2,4803.9
SO - 0005877,3/4/2022,3/17/2022,32,Wholesale,USD,NXH382,21,11,5,1072,793.28
SO - 0006830,3/4/2022,3/7/2022,10,Distributor,NZD,NXH382,93,2,5,1045.2,804.804
SO - 0007034,3/4/2022,3/14/2022,35,Wholesale,NZD,NXH382,27,2,8,2646.5,1931.945
SO - 0001096,3/5/2022,3/17/2022,30,Export,USD,NXH382,95,11,11,2465.6,1380.736
SO - 0001919,3/5/2022,3/13/2022,4,Distributor,USD,NXH382,24,4,5,1078.7,517.776
SO - 0002313,3/5/2022,3/23/2022,10,Wholesale,AUD,NXH382,5,11,11,1876,994.28
SO - 0004974,3/5/2022,3/21/2022,36,Wholesale,AUD,NXH382,58,2,6,6257.8,2816.01
SO - 0005564,3/5/2022,3/20/2022,1,Wholesale,AUD,NXH382,33,7,7,1943,913.21
SO - 0005755,3/5/2022,3/15/2022,5,Wholesale,EUR,NXH382,48,2,6,1239.5,607.355
SO - 0006456,3/5/2022,3/8/2022,21,Wholesale,NZD,NXH382,48,13,7,3611.3,2383.458
SO - 0006490,3/5/2022,3/13/2022,7,Wholesale,AUD,NXH382,6,13,12,2365.1,1821.127
SO - 000927,3/6/2022,3/24/2022,32,Distributor,AUD,NXH382,79,13,6,1762.1,1215.849
SO - 0001642,3/6/2022,3/17/2022,34,Distributor,NZD,NXH382,64,7,5,2318.2,1043.19
SO - 0002320,3/6/2022,3/11/2022,44,Distributor,NZD,NXH382,68,2,5,2278,1913.52
SO - 0002333,3/6/2022,3/17/2022,37,Distributor,GBP,NXH382,67,13,7,1802.3,1135.449
SO - 0002718,3/6/2022,3/9/2022,18,Wholesale,AUD,NXH382,54,6,6,6083.6,5171.06
SO - 0003532,3/6/2022,3/15/2022,11,Wholesale,USD,NXH382,88,12,8,268,214.4
SO - 0003953,3/6/2022,3/17/2022,16,Wholesale,NZD,NXH382,71,2,10,6197.5,3594.55
SO - 0005102,3/6/2022,3/15/2022,16,Distributor,NZD,NXH382,55,4,10,3845.8,1884.442
SO - 0006828,3/6/2022,3/13/2022,42,Wholesale,USD,NXH382,22,7,6,3819,2253.21
SO - 0007017,3/6/2022,3/23/2022,2,Distributor,USD,NXH382,11,1,9,3825.7,2486.705
SO - 000803,3/7/2022,3/19/2022,16,Distributor,USD,NXH382,44,1,9,167.5,108.875
SO - 0002241,3/7/2022,3/12/2022,9,Export,EUR,NXH382,42,1,10,1802.3,829.058
SO - 0003617,3/7/2022,3/10/2022,10,Distributor,GBP,NXH382,73,5,11,1132.3,679.38
SO - 0004963,3/7/2022,3/23/2022,26,Export,GBP,NXH382,47,6,9,5071.9,3246.016
SO - 0005069,3/7/2022,3/10/2022,12,Wholesale,AUD,NXH382,97,7,8,1862.6,819.544
SO - 0006857,3/7/2022,3/23/2022,22,Wholesale,NZD,NXH382,24,11,12,5494,4010.62
SO - 0007259,3/7/2022,3/25/2022,23,Export,AUD,NXH382,28,6,12,897.8,538.68
SO - 0007312,3/7/2022,3/21/2022,22,Wholesale,NZD,NXH382,11,8,6,4013.3,3130.374
SO - 0007469,3/7/2022,3/24/2022,27,Export,NZD,NXH382,41,10,11,2425.4,1600.764
SO - 0003205,3/8/2022,3/21/2022,21,Export,USD,NXH382,5,2,9,2291.4,1764.378
SO - 0003431,3/8/2022,3/14/2022,19,Wholesale,EUR,NXH382,74,2,6,998.3,549.065
SO - 0004303,3/8/2022,3/19/2022,5,Wholesale,EUR,NXH382,24,12,8,891.1,507.927
SO - 0004605,3/8/2022,3/11/2022,49,Distributor,EUR,NXH382,73,7,5,5252.8,3887.072
SO - 0005369,3/8/2022,3/24/2022,49,Distributor,USD,NXH382,19,1,11,3175.8,2318.334
SO - 0006990,3/8/2022,3/24/2022,47,Export,GBP,NXH382,22,11,7,2291.4,1512.324
SO - 0007307,3/8/2022,3/18/2022,21,Wholesale,USD,NXH382,33,11,12,2499.1,1349.514
SO - 0001194,3/9/2022,3/26/2022,41,Wholesale,USD,NXH382,7,9,6,214.4,154.368
SO - 0002089,3/9/2022,3/25/2022,41,Distributor,NZD,NXH382,61,1,6,877.7,658.275
SO - 0003228,3/9/2022,3/25/2022,1,Export,NZD,NXH382,91,7,6,3959.7,3365.745
SO - 000451,3/10/2022,3/27/2022,10,Wholesale,USD,NXH382,68,9,9,5433.7,3857.927
SO - 000457,3/10/2022,3/28/2022,11,Wholesale,USD,NXH382,10,2,9,1822.4,1184.56
SO - 0001349,3/10/2022,3/21/2022,25,Wholesale,NZD,NXH382,57,7,7,1246.2,710.334
SO - 0004093,3/10/2022,3/14/2022,20,Distributor,NZD,NXH382,11,11,12,3135.6,2508.48
SO - 0005228,3/10/2022,3/16/2022,32,Export,AUD,NXH382,14,2,6,2552.7,1327.404
SO - 0002840,3/11/2022,3/17/2022,46,Wholesale,NZD,NXH382,80,5,9,2438.8,1024.296
SO - 0003162,3/11/2022,3/24/2022,35,Wholesale,USD,NXH382,48,13,11,1909.5,1451.22
SO - 0003357,3/11/2022,3/26/2022,22,Wholesale,NZD,NXH382,60,1,12,1018.4,682.328
SO - 0003392,3/11/2022,3/15/2022,22,Wholesale,NZD,NXH382,18,7,12,3859.2,1698.048
SO - 0007521,3/11/2022,3/21/2022,12,Distributor,NZD,NXH382,35,9,7,2351.7,1787.292
SO - 0001799,3/12/2022,3/24/2022,8,Distributor,USD,NXH382,10,1,8,1051.9,673.216
SO - 0001814,3/12/2022,3/19/2022,10,Wholesale,NZD,NXH382,23,7,11,214.4,135.072
SO - 0004158,3/12/2022,3/30/2022,5,Wholesale,USD,NXH382,11,10,5,167.5,75.375
SO - 0004625,3/12/2022,3/30/2022,11,Distributor,AUD,NXH382,36,10,7,180.9,90.45
SO - 0004768,3/12/2022,3/23/2022,19,Wholesale,NZD,NXH382,87,8,12,783.9,501.696
SO - 0006952,3/12/2022,3/28/2022,27,Export,NZD,NXH382,70,1,11,1132.3,566.15
SO - 0007954,3/12/2022,3/21/2022,30,Wholesale,NZD,NXH382,61,3,9,1038.5,706.18
SO - 0002391,3/13/2022,3/26/2022,12,Export,NZD,NXH382,36,1,11,1118.9,671.34
SO - 0005058,3/13/2022,3/18/2022,20,Wholesale,EUR,NXH382,60,13,8,1031.8,825.44
SO - 000353,3/14/2022,3/27/2022,26,Wholesale,EUR,NXH382,67,7,6,1072,460.96
SO - 0001945,3/14/2022,3/20/2022,4,Export,AUD,NXH382,52,7,12,5480.6,3014.33
SO - 0002175,3/14/2022,3/28/2022,38,Wholesale,NZD,NXH382,42,13,7,3879.3,2987.061
SO - 0003046,3/14/2022,3/20/2022,19,Wholesale,USD,NXH382,31,7,5,5540.9,4709.765
SO - 0005625,3/14/2022,3/18/2022,10,Distributor,AUD,NXH382,9,7,10,1005,532.65
SO - 0006843,3/14/2022,3/19/2022,32,Wholesale,USD,NXH382,81,9,10,3932.9,2084.437
SO - 0007290,3/14/2022,4/1/2022,37,Wholesale,USD,NXH382,17,1,11,6070.2,2670.888
SO - 0007387,3/14/2022,3/29/2022,14,Wholesale,USD,NXH382,44,9,8,938,731.64
SO - 000349,3/15/2022,3/21/2022,12,Export,NZD,NXH382,76,13,8,1165.8,827.718
SO - 0002686,3/15/2022,3/24/2022,10,Distributor,NZD,NXH382,87,1,11,2251.2,1148.112
SO - 0003493,3/15/2022,3/28/2022,38,Export,USD,NXH382,100,7,8,2834.1,1445.391
SO - 0005273,3/15/2022,3/22/2022,17,Export,GBP,NXH382,17,2,6,1058.6,868.052
SO - 0005690,3/15/2022,3/30/2022,13,Wholesale,GBP,NXH382,18,1,5,804,683.4
SO - 0005709,3/15/2022,4/2/2022,19,Wholesale,USD,NXH382,4,7,12,1045.2,846.612
SO - 000328,3/16/2022,3/20/2022,28,Distributor,NZD,NXH382,47,5,10,174.2,120.198
SO - 000734,3/16/2022,3/31/2022,2,Export,NZD,NXH382,10,5,5,2458.9,2090.065
SO - 0001214,3/16/2022,3/29/2022,24,Wholesale,NZD,NXH382,61,2,7,2351.7,1716.741
SO - 0001629,3/16/2022,3/23/2022,17,Distributor,NZD,NXH382,34,7,8,2787.2,1254.24
SO - 0004602,3/16/2022,3/28/2022,44,Wholesale,AUD,NXH382,6,5,5,2726.9,1417.988
SO - 0004873,3/16/2022,3/27/2022,25,Wholesale,AUD,NXH382,13,11,8,1078.7,550.137
SO - 0005583,3/16/2022,4/2/2022,12,Wholesale,GBP,NXH382,40,1,7,810.7,567.49
SO - 000585,3/17/2022,4/1/2022,29,Wholesale,USD,NXH382,52,11,9,6036.7,3139.084
SO - 0002988,3/17/2022,4/2/2022,23,Wholesale,USD,NXH382,7,7,8,1782.2,1318.828
SO - 0003188,3/17/2022,4/2/2022,50,Export,USD,NXH382,62,7,6,2619.7,1047.88
SO - 0003460,3/17/2022,3/26/2022,19,Wholesale,USD,NXH382,59,7,6,1072,493.12
SO - 0003543,3/17/2022,3/25/2022,15,Wholesale,USD,NXH382,32,1,9,2780.5,1445.86
SO - 0004147,3/17/2022,4/3/2022,28,Wholesale,GBP,NXH382,91,7,12,1085.4,879.174
SO - 0004930,3/17/2022,4/3/2022,8,Wholesale,NZD,NXH382,73,7,12,1065.3,894.852
SO - 0006424,3/17/2022,3/27/2022,2,Distributor,NZD,NXH382,69,5,10,1232.8,862.96
SO - 0006917,3/17/2022,3/29/2022,32,Wholesale,GBP,NXH382,95,11,9,1005,723.6
SO - 0004177,3/18/2022,3/28/2022,36,Wholesale,USD,NXH382,44,4,10,1896.1,1004.933
SO - 0005408,3/18/2022,3/25/2022,39,Wholesale,NZD,NXH382,12,9,11,3953,1739.32
SO - 0006190,3/18/2022,3/24/2022,12,Distributor,AUD,NXH382,82,11,11,187.6,93.8
SO - 0008024,3/18/2022,4/2/2022,16,Wholesale,USD,NXH382,90,1,7,1132.3,690.703
SO - 000254,3/19/2022,3/23/2022,9,Wholesale,NZD,NXH382,77,10,5,2566.1,2181.185
SO - 0001333,3/19/2022,4/1/2022,30,Wholesale,USD,NXH382,80,5,6,1139,489.77
SO - 0002247,3/19/2022,4/1/2022,46,Export,NZD,NXH382,100,8,8,1105.5,928.62
SO - 0002688,3/19/2022,4/2/2022,36,Distributor,NZD,NXH382,95,7,12,924.6,591.744
SO - 0002984,3/19/2022,4/1/2022,27,Distributor,NZD,NXH382,16,11,10,1018.4,437.912
SO - 0003596,3/19/2022,3/26/2022,28,Wholesale,USD,NXH382,30,11,5,1065.3,617.874
SO - 0004795,3/19/2022,3/28/2022,27,Export,AUD,NXH382,72,1,11,174.2,83.616
SO - 0004956,3/19/2022,3/23/2022,10,Export,GBP,NXH382,39,7,10,214.4,120.064
SO - 0005047,3/19/2022,4/4/2022,1,Wholesale,USD,NXH382,25,7,5,5996.5,4557.34
SO - 0005135,3/19/2022,3/26/2022,21,Wholesale,NZD,NXH382,2,13,9,1005,452.25
SO - 0005202,3/19/2022,3/22/2022,25,Distributor,NZD,NXH382,80,2,8,5681.6,2727.168
SO - 0005340,3/19/2022,3/31/2022,31,Export,USD,NXH382,60,2,7,1165.8,781.086
SO - 0007043,3/19/2022,3/23/2022,7,Distributor,GBP,NXH382,49,11,10,1132.3,826.579
SO - 0001593,3/20/2022,4/2/2022,36,Distributor,USD,NXH382,93,2,9,3939.6,2087.988
SO - 0002512,3/20/2022,4/1/2022,22,Distributor,NZD,NXH382,45,7,5,1031.8,412.72
SO - 0002923,3/20/2022,3/29/2022,35,Distributor,GBP,NXH382,78,6,11,5520.8,3698.936
SO - 0006200,3/20/2022,4/3/2022,26,Distributor,GBP,NXH382,85,11,6,5453.8,2890.514
SO - 0006821,3/20/2022,4/6/2022,3,Wholesale,USD,NXH382,41,5,11,2720.2,2176.16
SO - 0007748,3/20/2022,3/27/2022,15,Distributor,USD,NXH382,59,1,11,201,168.84
SO - 000350,3/21/2022,4/1/2022,17,Distributor,GBP,NXH382,95,1,12,1949.7,1520.766
SO - 000516,3/21/2022,3/25/2022,15,Wholesale,NZD,NXH382,80,7,12,2733.6,1230.12
SO - 0002132,3/21/2022,4/7/2022,3,Wholesale,NZD,NXH382,39,3,7,1775.5,727.955
SO - 0003805,3/21/2022,3/24/2022,27,Wholesale,NZD,NXH382,44,11,11,1145.7,928.017
SO - 0005714,3/21/2022,3/25/2022,24,Wholesale,GBP,NXH382,27,7,10,167.5,117.25
SO - 0006748,3/21/2022,3/27/2022,29,Distributor,NZD,NXH382,47,5,12,1125.6,956.76
SO - 0008052,3/21/2022,3/24/2022,41,Export,USD,NXH382,78,5,9,1045.2,438.984
SO - 000216,3/22/2022,4/2/2022,18,Distributor,NZD,NXH382,36,7,5,837.5,603
SO - 0002095,3/22/2022,3/25/2022,18,Distributor,GBP,NXH382,50,5,6,1112.2,923.126
SO - 0003451,3/22/2022,3/30/2022,48,Wholesale,AUD,NXH382,12,11,11,6378.4,3890.824
SO - 0004618,3/22/2022,4/8/2022,49,Wholesale,AUD,NXH382,8,9,8,6331.5,4748.625
SO - 0006159,3/22/2022,3/31/2022,36,Wholesale,AUD,NXH382,89,5,8,3966.4,2300.512
SO - 0002747,3/23/2022,4/5/2022,21,Export,EUR,NXH382,78,3,12,1045.2,438.984
SO - 0005978,3/23/2022,3/29/2022,7,Wholesale,NZD,NXH382,86,11,10,3926.2,2748.34
SO - 000272,3/24/2022,3/27/2022,30,Wholesale,GBP,NXH382,30,12,9,1025.1,707.319
SO - 000804,3/24/2022,4/2/2022,13,Distributor,USD,NXH382,13,5,7,6030,2472.3
SO - 0002079,3/24/2022,4/2/2022,34,Wholesale,USD,NXH382,68,5,5,1065.3,521.997
SO - 0002148,3/24/2022,4/6/2022,49,Distributor,NZD,NXH382,60,2,7,857.6,634.624
SO - 0002368,3/24/2022,4/8/2022,5,Distributor,NZD,NXH382,4,5,11,5279.6,2375.82
SO - 0002821,3/24/2022,4/10/2022,26,Wholesale,USD,NXH382,26,7,6,1936.3,1103.691
SO - 0005573,3/24/2022,4/6/2022,46,Wholesale,AUD,NXH382,41,1,5,2378.5,1974.155
SO - 0005636,3/24/2022,3/31/2022,29,Wholesale,EUR,NXH382,22,6,12,931.3,540.154
SO - 0006150,3/24/2022,4/9/2022,38,Wholesale,USD,NXH382,96,1,8,1025.1,840.582
SO - 0007083,3/24/2022,4/10/2022,2,Wholesale,NZD,NXH382,43,5,11,978.2,538.01
SO - 0007173,3/24/2022,4/11/2022,48,Wholesale,NZD,NXH382,39,7,12,1159.1,869.325
SO - 0007834,3/24/2022,4/4/2022,28,Distributor,AUD,NXH382,6,8,8,3899.4,1637.748
SO - 000395,3/25/2022,4/1/2022,44,Wholesale,NZD,NXH382,35,4,5,1748.7,751.941
SO - 0001056,3/25/2022,4/7/2022,50,Distributor,NZD,NXH382,79,11,5,2881,1325.26
SO - 0002399,3/25/2022,4/7/2022,2,Distributor,NZD,NXH382,98,7,6,234.5,103.18
SO - 0003849,3/25/2022,4/12/2022,5,Export,USD,NXH382,60,1,5,3819,1909.5
SO - 0004776,3/25/2022,4/12/2022,21,Wholesale,USD,NXH382,8,1,5,1025.1,410.04
SO - 0005818,3/25/2022,4/8/2022,4,Wholesale,GBP,NXH382,82,3,12,221.1,172.458
SO - 0006535,3/25/2022,4/7/2022,40,Wholesale,NZD,NXH382,50,2,10,1286.4,514.56
SO - 0006872,3/25/2022,4/6/2022,35,Distributor,NZD,NXH382,43,13,8,2291.4,1718.55
SO - 000404,3/26/2022,4/4/2022,36,Wholesale,GBP,NXH382,68,2,11,3886,2020.72
SO - 0001298,3/26/2022,3/30/2022,33,Distributor,USD,NXH382,96,5,12,951.4,437.644
SO - 0002160,3/26/2022,4/6/2022,47,Distributor,NZD,NXH382,50,1,5,1065.3,703.098
SO - 0003116,3/26/2022,4/10/2022,48,Export,USD,NXH382,45,11,12,1058.6,476.37
SO - 0003548,3/26/2022,4/12/2022,41,Export,EUR,NXH382,80,9,7,1172.5,644.875
SO - 0003681,3/26/2022,4/1/2022,36,Wholesale,AUD,NXH382,36,1,7,268,155.44
SO - 0004666,3/26/2022,4/2/2022,27,Distributor,NZD,NXH382,29,1,9,777.2,536.268
SO - 0004670,3/26/2022,4/8/2022,49,Distributor,NZD,NXH382,31,1,12,2579.5,2037.805
SO - 0006051,3/26/2022,3/29/2022,24,Wholesale,NZD,NXH382,78,7,7,227.8,177.684
SO - 0007503,3/26/2022,4/12/2022,28,Wholesale,AUD,NXH382,3,7,8,837.5,711.875
SO - 0007652,3/26/2022,4/1/2022,47,Wholesale,AUD,NXH382,69,5,12,2673.3,1229.718
SO - 0008057,3/26/2022,4/1/2022,8,Distributor,USD,NXH382,11,2,9,201,92.46
